laus_code,state_fips_code,county_fips_code,county_name_state_abbreviation,year,labor_force,employed,unemployed,unemployment_rate
CN3910500000000,39,105,"Meigs County, OH",2022,8590,8088,502,5.8     
CN3910700000000,39,107,"Mercer County, OH",2022,22779,22165,614,2.7     
CN3910900000000,39,109,"Miami County, OH",2022,53343,51445,1898,3.6     
CN3911100000000,39,111,"Monroe County, OH",2022,5130,4802,328,6.4     
CN3911300000000,39,113,"Montgomery County, OH",2022,245512,235457,10055,4.1     
CN3911500000000,39,115,"Morgan County, OH",2022,6784,6423,361,5.3     
CN3911700000000,39,117,"Morrow County, OH",2022,17064,16401,663,3.9     
CN3911900000000,39,119,"Muskingum County, OH",2022,40606,38857,1749,4.3     
CN3912100000000,39,121,"Noble County, OH",2022,4589,4313,276,6.0     
CN3912300000000,39,123,"Ottawa County, OH",2022,20489,19414,1075,5.2     
CN3912500000000,39,125,"Paulding County, OH",2022,8669,8365,304,3.5     
CN3912700000000,39,127,"Perry County, OH",2022,16003,15299,704,4.4     
CN3912900000000,39,129,"Pickaway County, OH",2022,26881,25886,995,3.7     
CN3913100000000,39,131,"Pike County, OH",2022,10991,10433,558,5.1     
CN3913300000000,39,133,"Portage County, OH",2022,84528,81276,3252,3.8     
CN3913500000000,39,135,"Preble County, OH",2022,21848,21113,735,3.4     
CN3913700000000,39,137,"Putnam County, OH",2022,18852,18281,571,3.0     
CN3913900000000,39,139,"Richland County, OH",2022,50555,48271,2284,4.5     
CN3914100000000,39,141,"Ross County, OH",2022,35048,33702,1346,3.8     
CN3914300000000,39,143,"Sandusky County, OH",2022,29924,28515,1409,4.7     
CN3914500000000,39,145,"Scioto County, OH",2022,29211,27729,1482,5.1     
CN3914700000000,39,147,"Seneca County, OH",2022,26246,25149,1097,4.2     
CN3914900000000,39,149,"Shelby County, OH",2022,23517,22690,827,3.5     
CN3915100000000,39,151,"Stark County, OH",2022,180832,173548,7284,4.0     
CN3915300000000,39,153,"Summit County, OH",2022,263201,252394,10807,4.1     
CN3915500000000,39,155,"Trumbull County, OH",2022,82829,78741,4088,4.9     
CN3915700000000,39,157,"Tuscarawas County, OH",2022,44482,42784,1698,3.8     
CN3915900000000,39,159,"Union County, OH",2022,30281,29368,913,3.0     
CN3916100000000,39,161,"Van Wert County, OH",2022,14335,13855,480,3.3     
CN3916300000000,39,163,"Vinton County, OH",2022,5398,5129,269,5.0     
CN3916500000000,39,165,"Warren County, OH",2022,122794,118767,4027,3.3     
CN3916700000000,39,167,"Washington County, OH",2022,26568,25315,1253,4.7     
CN3916900000000,39,169,"Wayne County, OH",2022,59887,57993,1894,3.2     
CN3917100000000,39,171,"Williams County, OH",2022,18105,17488,617,3.4     
CN3917300000000,39,173,"Wood County, OH",2022,69220,66787,2433,3.5     
CN3917500000000,39,175,"Wyandot County, OH",2022,13181,12799,382,2.9     
CN4000100000000,40,001,"Adair County, OK",2022,8602,8314,288,3.3     
CN4000300000000,40,003,"Alfalfa County, OK",2022,2694,2640,54,2.0     
CN4000500000000,40,005,"Atoka County, OK",2022,5131,4933,198,3.9     
CN4000700000000,40,007,"Beaver County, OK",2022,2663,2613,50,1.9     
CN4000900000000,40,009,"Beckham County, OK",2022,10437,10168,269,2.6     
CN4001100000000,40,011,"Blaine County, OK",2022,4402,4303,99,2.2     
CN4001300000000,40,013,"Bryan County, OK",2022,23030,22400,630,2.7     
CN4001500000000,40,015,"Caddo County, OK",2022,11834,11452,382,3.2     
CN4001700000000,40,017,"Canadian County, OK",2022,80563,78522,2041,2.5     
CN4001900000000,40,019,"Carter County, OK",2022,21519,20769,750,3.5     
CN4002100000000,40,021,"Cherokee County, OK",2022,20114,19405,709,3.5     
CN4002300000000,40,023,"Choctaw County, OK",2022,5979,5702,277,4.6     
CN4002500000000,40,025,"Cimarron County, OK",2022,1604,1582,22,1.4     
CN4002700000000,40,027,"Cleveland County, OK",2022,148449,144665,3784,2.5     
CN4002900000000,40,029,"Coal County, OK",2022,2343,2267,76,3.2     
CN4003100000000,40,031,"Comanche County, OK",2022,47507,45791,1716,3.6     
CN4003300000000,40,033,"Cotton County, OK",2022,2687,2605,82,3.1     
CN4003500000000,40,035,"Craig County, OK",2022,5918,5736,182,3.1     
CN4003700000000,40,037,"Creek County, OK",2022,31506,30401,1105,3.5     
CN4003900000000,40,039,"Custer County, OK",2022,15055,14660,395,2.6     
CN4004100000000,40,041,"Delaware County, OK",2022,19922,19338,584,2.9     
CN4004300000000,40,043,"Dewey County, OK",2022,2976,2917,59,2.0     
CN4004500000000,40,045,"Ellis County, OK",2022,2091,2043,48,2.3     
CN4004700000000,40,047,"Garfield County, OK",2022,26569,25796,773,2.9     
CN4004900000000,40,049,"Garvin County, OK",2022,12756,12392,364,2.9     
CN4005100000000,40,051,"Grady County, OK",2022,27390,26640,750,2.7     
CN4005300000000,40,053,"Grant County, OK",2022,2766,2713,53,1.9     
CN4005500000000,40,055,"Greer County, OK",2022,1841,1778,63,3.4     
CN4005700000000,40,057,"Harmon County, OK",2022,1202,1169,33,2.7     
CN4005900000000,40,059,"Harper County, OK",2022,1799,1763,36,2.0     
CN4006100000000,40,061,"Haskell County, OK",2022,4176,3996,180,4.3     
CN4006300000000,40,063,"Hughes County, OK",2022,5140,4940,200,3.9     
CN4006500000000,40,065,"Jackson County, OK",2022,10762,10469,293,2.7     
CN4006700000000,40,067,"Jefferson County, OK",2022,2475,2398,77,3.1     
CN4006900000000,40,069,"Johnston County, OK",2022,3784,3643,141,3.7     
CN4007100000000,40,071,"Kay County, OK",2022,18596,17949,647,3.5     
CN4007300000000,40,073,"Kingfisher County, OK",2022,8986,8808,178,2.0     
CN4007500000000,40,075,"Kiowa County, OK",2022,3656,3538,118,3.2     
CN4007700000000,40,077,"Latimer County, OK",2022,3147,2971,176,5.6     
CN4007900000000,40,079,"Le Flore County, OK",2022,19606,18883,723,3.7     
CN4008100000000,40,081,"Lincoln County, OK",2022,16235,15741,494,3.0     
CN4008300000000,40,083,"Logan County, OK",2022,23396,22764,632,2.7     
CN4008500000000,40,085,"Love County, OK",2022,5870,5730,140,2.4     
CN4008700000000,40,087,"McClain County, OK",2022,20969,20412,557,2.7     
CN4008900000000,40,089,"McCurtain County, OK",2022,15961,15330,631,4.0     
CN4009100000000,40,091,"McIntosh County, OK",2022,7271,6915,356,4.9     
CN4009300000000,40,093,"Major County, OK",2022,3813,3723,90,2.4     
CN4009500000000,40,095,"Marshall County, OK",2022,7384,7159,225,3.0     
CN4009700000000,40,097,"Mayes County, OK",2022,19755,19137,618,3.1     
CN4009900000000,40,099,"Murray County, OK",2022,6123,5937,186,3.0     
CN4010100000000,40,101,"Muskogee County, OK",2022,28816,27819,997,3.5     
CN4010300000000,40,103,"Noble County, OK",2022,5819,5692,127,2.2     
CN4010500000000,40,105,"Nowata County, OK",2022,4727,4592,135,2.9     
CN4010700000000,40,107,"Okfuskee County, OK",2022,4434,4260,174,3.9     
CN4010900000000,40,109,"Oklahoma County, OK",2022,398536,386819,11717,2.9     
CN4011100000000,40,111,"Okmulgee County, OK",2022,15623,14969,654,4.2     
CN4011300000000,40,113,"Osage County, OK",2022,20575,19835,740,3.6     
CN4011500000000,40,115,"Ottawa County, OK",2022,15150,14726,424,2.8     
CN4011700000000,40,117,"Pawnee County, OK",2022,7387,7118,269,3.6     
CN4011900000000,40,119,"Payne County, OK",2022,39102,38014,1088,2.8     
CN4012100000000,40,121,"Pittsburg County, OK",2022,16389,15686,703,4.3     
CN4012300000000,40,123,"Pontotoc County, OK",2022,19455,18917,538,2.8     
CN4012500000000,40,125,"Pottawatomie County, OK",2022,33267,32124,1143,3.4     
CN4012700000000,40,127,"Pushmataha County, OK",2022,4593,4417,176,3.8     
CN4012900000000,40,129,"Roger Mills County, OK",2022,1804,1762,42,2.3     
CN4013100000000,40,131,"Rogers County, OK",2022,45566,44242,1324,2.9     
CN4013300000000,40,133,"Seminole County, OK",2022,9253,8868,385,4.2     
CN4013500000000,40,135,"Sequoyah County, OK",2022,16858,16278,580,3.4     
CN4013700000000,40,137,"Stephens County, OK",2022,19226,18609,617,3.2     
CN4013900000000,40,139,"Texas County, OK",2022,11931,11717,214,1.8     
CN4014100000000,40,141,"Tillman County, OK",2022,2943,2845,98,3.3     
CN4014300000000,40,143,"Tulsa County, OK",2022,326901,317012,9889,3.0     
CN4014500000000,40,145,"Wagoner County, OK",2022,39229,38048,1181,3.0     
CN4014700000000,40,147,"Washington County, OK",2022,22396,21661,735,3.3     
CN4014900000000,40,149,"Washita County, OK",2022,5291,5131,160,3.0     
CN4015100000000,40,151,"Woods County, OK",2022,4698,4610,88,1.9     
CN4015300000000,40,153,"Woodward County, OK",2022,8625,8371,254,2.9     
CN4100100000000,41,001,"Baker County, OR",2022,7435,7082,353,4.7     
CN4100300000000,41,003,"Benton County, OR",2022,49114,47366,1748,3.6     
CN4100500000000,41,005,"Clackamas County, OR",2022,227202,218564,8638,3.8     
CN4100700000000,41,007,"Clatsop County, OR",2022,19645,18802,843,4.3     
CN4100900000000,41,009,"Columbia County, OR",2022,25184,23973,1211,4.8     
CN4101100000000,41,011,"Coos County, OR",2022,26597,25196,1401,5.3     
CN4101300000000,41,013,"Crook County, OR",2022,11220,10607,613,5.5     
CN4101500000000,41,015,"Curry County, OR",2022,9213,8715,498,5.4     
CN4101700000000,41,017,"Deschutes County, OR",2022,103230,98937,4293,4.2     
CN4101900000000,41,019,"Douglas County, OR",2022,47728,45215,2513,5.3     
CN4102100000000,41,021,"Gilliam County, OR",2022,956,918,38,4.0     
CN4102300000000,41,023,"Grant County, OR",2022,3213,3016,197,6.1     
CN4102500000000,41,025,"Harney County, OR",2022,3807,3622,185,4.9     
CN4102700000000,41,027,"Hood River County, OR",2022,14322,13810,512,3.6     
CN4102900000000,41,029,"Jackson County, OR",2022,106841,101844,4997,4.7     
CN4103100000000,41,031,"Jefferson County, OR",2022,10303,9735,568,5.5     
CN4103300000000,41,033,"Josephine County, OR",2022,36805,34760,2045,5.6     
CN4103500000000,41,035,"Klamath County, OR",2022,30314,28496,1818,6.0     
CN4103700000000,41,037,"Lake County, OR",2022,3694,3493,201,5.4     
CN4103900000000,41,039,"Lane County, OR",2022,183397,175024,8373,4.6     
CN4104100000000,41,041,"Lincoln County, OR",2022,21012,19922,1090,5.2     
CN4104300000000,41,043,"Linn County, OR",2022,61677,58834,2843,4.6     
CN4104500000000,41,045,"Malheur County, OR",2022,12682,12126,556,4.4     
CN4104700000000,41,047,"Marion County, OR",2022,170317,163052,7265,4.3     
CN4104900000000,41,049,"Morrow County, OR",2022,5997,5750,247,4.1     
CN4105100000000,41,051,"Multnomah County, OR",2022,469056,450658,18398,3.9     
CN4105300000000,41,053,"Polk County, OR",2022,42727,40924,1803,4.2     
CN4105500000000,41,055,"Sherman County, OR",2022,961,929,32,3.3     
CN4105700000000,41,057,"Tillamook County, OR",2022,12164,11625,539,4.4     
CN4105900000000,41,059,"Umatilla County, OR",2022,38062,36310,1752,4.6     
CN4106100000000,41,061,"Union County, OR",2022,12209,11630,579,4.7     
CN4106300000000,41,063,"Wallowa County, OR",2022,3615,3419,196,5.4     
CN4106500000000,41,065,"Wasco County, OR",2022,13505,12923,582,4.3     
CN4106700000000,41,067,"Washington County, OR",2022,335323,323660,11663,3.5     
CN4106900000000,41,069,"Wheeler County, OR",2022,740,715,25,3.4     
CN4107100000000,41,071,"Yamhill County, OR",2022,56468,54288,2180,3.9     
CN4200100000000,42,001,"Adams County, PA",2022,54793,52971,1822,3.3     
CN4200300000000,42,003,"Allegheny County, PA",2022,631720,605146,26574,4.2     
CN4200500000000,42,005,"Armstrong County, PA",2022,31170,29531,1639,5.3     
CN4200700000000,42,007,"Beaver County, PA",2022,81913,77524,4389,5.4     
CN4200900000000,42,009,"Bedford County, PA",2022,24388,23292,1096,4.5     
CN4201100000000,42,011,"Berks County, PA",2022,213839,204613,9226,4.3     
CN4201300000000,42,013,"Blair County, PA",2022,59014,56375,2639,4.5     
CN4201500000000,42,015,"Bradford County, PA",2022,28086,26897,1189,4.2     
CN4201700000000,42,017,"Bucks County, PA",2022,350904,337536,13368,3.8     
CN4201900000000,42,019,"Butler County, PA",2022,98743,94625,4118,4.2     
CN4202100000000,42,021,"Cambria County, PA",2022,55389,52414,2975,5.4     
CN4202300000000,42,023,"Cameron County, PA",2022,1946,1835,111,5.7     
CN4202500000000,42,025,"Carbon County, PA",2022,32539,30884,1655,5.1     
CN4202700000000,42,027,"Centre County, PA",2022,78053,75238,2815,3.6     
CN4202900000000,42,029,"Chester County, PA",2022,295146,285697,9449,3.2     
CN4203100000000,42,031,"Clarion County, PA",2022,16107,15272,835,5.2     
CN4203300000000,42,033,"Clearfield County, PA",2022,35210,33324,1886,5.4     
CN4203500000000,42,035,"Clinton County, PA",2022,17010,16101,909,5.3     
CN4203700000000,42,037,"Columbia County, PA",2022,33958,32434,1524,4.5     
CN4203900000000,42,039,"Crawford County, PA",2022,37940,36124,1816,4.8     
CN4204100000000,42,041,"Cumberland County, PA",2022,135057,130440,4617,3.4     
CN4204300000000,42,043,"Dauphin County, PA",2022,146107,140276,5831,4.0     
CN4204500000000,42,045,"Delaware County, PA",2022,301586,289105,12481,4.1     
CN4204700000000,42,047,"Elk County, PA",2022,14659,13942,717,4.9     
CN4204900000000,42,049,"Erie County, PA",2022,125979,119735,6244,5.0     
CN4205100000000,42,051,"Fayette County, PA",2022,55125,51763,3362,6.1     
CN4205300000000,42,053,"Forest County, PA",2022,1693,1583,110,6.5     
CN4205500000000,42,055,"Franklin County, PA",2022,78065,75180,2885,3.7     
CN4205700000000,42,057,"Fulton County, PA",2022,7209,6911,298,4.1     
CN4205900000000,42,059,"Greene County, PA",2022,15490,14664,826,5.3     
CN4206100000000,42,061,"Huntingdon County, PA",2022,19287,18201,1086,5.6     
CN4206300000000,42,063,"Indiana County, PA",2022,36387,34443,1944,5.3     
CN4206500000000,42,065,"Jefferson County, PA",2022,19465,18518,947,4.9     
CN4206700000000,42,067,"Juniata County, PA",2022,12436,11902,534,4.3     
CN4206900000000,42,069,"Lackawanna County, PA",2022,105154,100191,4963,4.7     
CN4207100000000,42,071,"Lancaster County, PA",2022,290028,279806,10222,3.5     
CN4207300000000,42,073,"Lawrence County, PA",2022,39356,37233,2123,5.4     
CN4207500000000,42,075,"Lebanon County, PA",2022,73390,70653,2737,3.7     
CN4207700000000,42,077,"Lehigh County, PA",2022,197173,188561,8612,4.4     
CN4207900000000,42,079,"Luzerne County, PA",2022,158322,149895,8427,5.3     
CN4208100000000,42,081,"Lycoming County, PA",2022,55176,52561,2615,4.7     
CN4208300000000,42,083,"McKean County, PA",2022,16905,15998,907,5.4     
CN4208500000000,42,085,"Mercer County, PA",2022,47778,45389,2389,5.0     
CN4208700000000,42,087,"Mifflin County, PA",2022,21017,20015,1002,4.8     
CN4208900000000,42,089,"Monroe County, PA",2022,82484,77767,4717,5.7     
CN4209100000000,42,091,"Montgomery County, PA",2022,466848,450573,16275,3.5     
CN4209300000000,42,093,"Montour County, PA",2022,9234,8917,317,3.4     
CN4209500000000,42,095,"Northampton County, PA",2022,164277,157321,6956,4.2     
CN4209700000000,42,097,"Northumberland County, PA",2022,42274,40181,2093,5.0     
CN4209900000000,42,099,"Perry County, PA",2022,24696,23798,898,3.6     
CN4210100000000,42,101,"Philadelphia County/city, PA",2022,731792,692255,39537,5.4     
CN4210300000000,42,103,"Pike County, PA",2022,25792,24337,1455,5.6     
CN4210500000000,42,105,"Potter County, PA",2022,6900,6495,405,5.9     
CN4210700000000,42,107,"Schuylkill County, PA",2022,65931,62665,3266,5.0     
CN4210900000000,42,109,"Snyder County, PA",2022,19713,18869,844,4.3     
CN4211100000000,42,111,"Somerset County, PA",2022,32520,30758,1762,5.4     
CN4211300000000,42,113,"Sullivan County, PA",2022,2551,2417,134,5.3     
CN4211500000000,42,115,"Susquehanna County, PA",2022,20225,19369,856,4.2     
CN4211700000000,42,117,"Tioga County, PA",2022,19009,18072,937,4.9     
CN4211900000000,42,119,"Union County, PA",2022,19560,18803,757,3.9     
CN4212100000000,42,121,"Venango County, PA",2022,21409,20334,1075,5.0     
CN4212300000000,42,123,"Warren County, PA",2022,17650,16825,825,4.7     
CN4212500000000,42,125,"Washington County, PA",2022,104741,99939,4802,4.6     
CN4212700000000,42,127,"Wayne County, PA",2022,22737,21586,1151,5.1     
CN4212900000000,42,129,"Westmoreland County, PA",2022,175757,167758,7999,4.6     
CN4213100000000,42,131,"Wyoming County, PA",2022,13535,12876,659,4.9     
CN4213300000000,42,133,"York County, PA",2022,238732,229672,9060,3.8     
CN4400100000000,44,001,"Bristol County, RI",2022,26500,25810,690,2.6     
CN4400300000000,44,003,"Kent County, RI",2022,93535,90836,2699,2.9     
CN4400500000000,44,005,"Newport County, RI",2022,45058,43795,1263,2.8     
CN4400700000000,44,007,"Providence County, RI",2022,334104,322458,11646,3.5     
CN4400900000000,44,009,"Washington County, RI",2022,70259,68321,1938,2.8     
CN4500100000000,45,001,"Abbeville County, SC",2022,9433,9068,365,3.9     
CN4500300000000,45,003,"Aiken County, SC",2022,73032,70726,2306,3.2     
CN4500500000000,45,005,"Allendale County, SC",2022,2261,2133,128,5.7     
CN4500700000000,45,007,"Anderson County, SC",2022,91417,88676,2741,3.0     
CN4500900000000,45,009,"Bamberg County, SC",2022,4523,4275,248,5.5     
CN4501100000000,45,011,"Barnwell County, SC",2022,7483,7134,349,4.7     
CN4501300000000,45,013,"Beaufort County, SC",2022,76398,73997,2401,3.1     
CN4501500000000,45,015,"Berkeley County, SC",2022,109632,106270,3362,3.1     
CN4501700000000,45,017,"Calhoun County, SC",2022,6397,6173,224,3.5     
CN4501900000000,45,019,"Charleston County, SC",2022,215121,209190,5931,2.8     
CN4502100000000,45,021,"Cherokee County, SC",2022,24159,23168,991,4.1     
CN4502300000000,45,023,"Chester County, SC",2022,13283,12717,566,4.3     
CN4502500000000,45,025,"Chesterfield County, SC",2022,21140,20385,755,3.6     
CN4502700000000,45,027,"Clarendon County, SC",2022,11942,11454,488,4.1     
CN4502900000000,45,029,"Colleton County, SC",2022,15773,15221,552,3.5     
CN4503100000000,45,031,"Darlington County, SC",2022,29728,28674,1054,3.5     
CN4503300000000,45,033,"Dillon County, SC",2022,12773,12187,586,4.6     
CN4503500000000,45,035,"Dorchester County, SC",2022,79480,77174,2306,2.9     
